ID,Cluster
G002757,1
G000917,0
G004618,1
G001617,0
G013027,0
G009250,1
G002147,0
G001834,0
G013207,0
G008014,0
G012731,0
G010799,0
G005206,1
G009242,0
G010276,0
G000783,0
G006888,1
G009898,1
G013399,0
G009253,1
G008614,0
G002402,1
G008493,0
G004206,1
G004642,1
G002153,1
G005051,1
G002948,1
G011954,0
G006570,1
G003879,1
G009515,1
G006819,1
G004879,1
G010338,0
G005077,1
G009921,1
G003024,1
G003542,1
G003280,1
G010710,0
G013604,0
G008352,1
G005119,1
G002805,1
G002212,1
G007335,1
G012193,0
G011302,0
G003134,1
G005679,1
G011467,0
G008820,0
G004321,1
G006261,1
G002108,1
G009192,0
G010802,0
G003974,1
G004844,1
G003035,1
G010516,0
G009276,0
G004664,1
G003287,1
G002368,1
G008750,0
G010997,0
G000441,0
G013031,0
G006665,1
G004693,1
G012787,0
G006910,1
G009387,0
G001225,0
G008105,0
G002593,1
G003248,1
G007915,0
G012144,0
G006265,1
G007559,0
G002692,1
G004133,1
G006162,1
G005532,0
G002250,1
G002553,1
G010722,0
G007921,0
G009598,0
G003650,1
G000381,0
G009426,0
G007442,0
G006593,1
G007338,1
G001361,0
G003197,1
G002038,0
G000487,0
G012012,0
G000784,0
G007692,0
G012684,0
G009630,1
G010981,0
G003239,1
G005814,1
G011934,0
G004875,1
G007794,0
G007389,1
G005360,1
G007506,0
G007521,0
G001916,0
G006561,1
G011831,0
G007199,1
G003465,1
G002139,1
G012476,0
G005033,1
G000743,0
G008162,0
G007593,0
G008654,0
G012015,0
G007969,0
G013204,0
G004481,1
G003443,1
G010759,0
G004522,1
G002848,1
G006422,1
G006706,1
G009976,1
G006348,1
G002335,1
G006120,1
G007444,0
G005801,1
G001835,0
G009040,0
G008484,0
G011995,0
G009643,0
G013030,0
G004802,1
G010215,0
G011606,0
G003291,1
G008993,0
G003004,1
G000024,0
G006715,1
G003525,1
G010452,0
G005031,1
G009181,0
G001310,0
G007954,0
G007840,0
G003476,1
G000790,0
G011344,0
G011379,0
G013517,0
G003285,1
G010805,0
G002515,1
G004386,1
G010453,0
G008333,0
G006509,1
G003468,1
G004954,1
G011300,0
G003689,1
G001396,0
G006659,1
G010670,0
G004872,1
G003947,1
G005130,1
G006217,1
G007465,0
G008599,0
G010080,0
G009098,0
G005226,1
G008772,0
G002532,1
G003302,1
G012209,0
G009808,1
G010297,0
G006419,1
G000713,0
G004280,1
G011734,0
G008362,0
G008862,0
G001823,0
G012696,0
G005836,1
G006890,1
G012518,0
G007765,0
G009802,1
G001978,0
G011361,0
G003265,1
G011320,0
G004835,1
G000253,0
G008087,0
G002099,0
G009903,1
G010795,0
G003672,1
G007040,1
G010352,0
G004417,1
G013467,0
G006225,1
G005340,1
G008248,0
G007592,0
G006320,1
G011332,0
G002935,1
G006698,1
G008244,0
G007782,0
G012291,0
G000185,0
G005419,1
G007754,0
G008999,0
G012337,0
G010412,0
G000057,0
G003413,1
G005083,1
G002856,1
G010897,0
G002987,1
G010848,0
G008785,0
G011496,0
G005834,1
G009503,0
G007761,0
G012812,0
G004723,1
G008479,0
G011516,0
G004473,1
G008803,0
G007404,1
G002189,1
G005900,1
G004050,1
G012641,0
G007435,0
G012803,0
G008688,0
G003545,1
G000520,0
G010612,0
G004509,1
G009943,1
G006067,1
G008642,0
G006322,1
G000228,0
G007821,0
G013162,0
G007564,0
G013377,0
G013347,0
G011110,0
G011871,0
G001700,0
G012239,0
G012401,0
G001878,0
G000514,0
G012358,0
G009435,0
G010577,0
G009157,1
G006293,1
G005577,1
G012579,0
G013518,0
G005431,1
G006486,1
G007900,0
G002917,1
G000481,0
G006792,1
G007717,0
G002578,1
G005291,1
G012946,0
G007788,0
G010714,0
G009815,1
G009743,0
G001597,0
G011789,0
G003897,1
G010072,0
G001350,0
G005293,1
G006562,1
G003778,1
G010565,0
G008141,0
G008588,0
G004051,1
G010032,0
G010885,0
G006978,1
G011660,0
G002763,1
G001955,0
G013365,0
G003686,1
G003603,1
G008269,0
G008359,0
G001447,0
G013300,0
G001021,0
G000706,0
G006344,1
G001867,0
G007497,0
G007960,0
G005305,1
G011366,0
G002575,1
G011733,0
G002957,1
G003743,1
G003915,1
G008440,0
G001420,0
G001104,0
G009356,0
G009022,0
G007173,1
G009881,0
G001559,0
G005873,1
G006481,1
G006259,1
G012217,0
G003524,1
G004543,1
G000035,0
G003401,1
G000169,0
G009683,1
G005757,1
G006271,1
G006614,1
G002653,1
G008883,0
G006866,1
G011585,0
G013473,0
G012498,0
G011232,0
G000293,0
G002837,1
G010440,0
G010374,0
G011848,0
G002871,1
G007021,1
G008234,0
G008698,0
G010052,1
G010144,0
G006922,1
G007373,1
G001319,0
G002731,1
G010195,0
G005915,1
G006128,1
G004880,1
G009944,1
G008664,0
G010884,0
G013037,0
G002229,1
G007725,0
G004419,1
G008745,0
G010169,0
G010419,0
G004296,1
G002349,1
G000357,0
G010647,0
G012306,0
G007947,0
G004585,1
G000838,0
G000267,0
G002007,0
G012008,0
G010336,0
G002363,1
G006316,1
G008992,0
G011758,0
G012311,0
G005795,1
G013569,0
G000827,0
G009296,0
G004254,1
G007290,1
G012724,0
G012673,0
G001442,0
G003067,1
G013001,0
G002749,1
G007019,1
G008613,1
G003062,1
G000890,0
G007999,0
G012370,0
G001964,0
G003126,1
G010674,0
G007795,0
G001128,0
G008743,0
G000587,0
G009052,0
G009267,0
G007686,0
G007218,1
G012228,0
G001544,0
G003264,1
G008361,0
G009317,0
G002269,1
G008063,0
G013226,0
G013592,0
G000133,0
G012827,0
G011251,0
G000604,0
G010039,0
G000844,0
G000394,0
G013078,0
G005505,0
G012276,0
G004990,1
G003929,1
G006333,1
G005383,1
G012393,0
G007531,0
G012449,0
G002278,1
G005862,1
G003235,1
G011689,0
G003499,1
G012301,0
G009856,1
G006408,1
G005454,1
G000402,0
G005422,1
G005480,1
G006443,1
G011255,0
G010940,0
G004681,1
G005009,1
G006609,1
G003404,1
G008910,0
G003884,1
G008966,0
G008980,0
G008179,0
G005736,1
G001574,0
G013295,0
G008888,0
G002424,1
G012197,0
G006761,1
G007714,0
G007094,1
G007048,1
G010773,0
G010874,0
G007585,0
G012366,0
G006811,1
G000810,0
G001369,0
G002651,1
G009391,1
G003001,1
G011113,0
G003191,1
G003621,1
G001703,0
G010568,0
G008374,0
G003651,1
G007839,0
G007551,0
G008903,1
G012066,0
G003371,1
G013430,0
G006628,1
G005310,1
G009708,0
G008857,0
G010625,0
G007638,0
G010355,0
G009727,0
G008655,1
G000665,0
G013362,0
G008545,0
G013004,1
G007866,0
G003348,1
G001569,0
G000463,0
G000744,0
G000223,0
G009358,0
G003995,1
G001980,0
G007783,0
G000626,0
G010152,0
G013202,0
G006585,1
G011439,0
G000345,0
G006149,1
G012656,0
G004450,1
G002281,1
G000457,0
G011464,0
G009942,1
G004336,1
G002622,1
G012742,0
G005771,1
G007461,0
G006823,1
G005555,1
G004030,1
G005115,1
G013255,0
G005213,1
G010660,0
G001761,0
G000843,0
G012555,0
G012131,0
G005929,1
G005200,1
G008012,0
G002903,1
G009526,0
G005457,1
G006206,1
G005621,1
G008482,0
G005910,1
G012520,0
G009186,0
G003432,1
G013471,0
G011119,0
G012453,0
G005412,1
G006518,1
G011601,0
G004726,1
G007226,1
G005131,1
G007467,0
G006349,1
G011182,0
G005478,1
G008700,0
G009609,0
G011194,0
G000369,0
G011982,0
G003594,1
G001416,0
G005717,0
G011286,0
G001386,0
G013505,0
G006187,1
G008819,0
G007311,1
G001722,0
G003496,1
G004061,1
G009206,0
G001825,0
G010051,1
G009421,0
G013532,0
G008952,1
G003233,1
G001919,0
G011330,0
G001570,0
G008146,0
G000348,0
G001243,0
G007061,1
G009991,1
G010771,0
G005734,1
G010153,0
G013181,0
G006012,1
G011354,0
G010400,0
G009893,1
G003308,1
G013113,0
G005881,1
G011352,0
G013006,0
G011863,0
G005938,1
G002610,1
G012714,0
G009553,1
G012746,0
G001223,0
G010783,0
G002135,1
G011093,0
G011196,0
G012533,0
G011321,0
G000510,0
G009973,1
G003987,1
G000749,0
G005247,1
G001260,0
G004719,1
G001889,0
G000712,0
G012535,0
G013049,0
G008629,0
G010664,0
G006917,1
G004809,1
G003330,1
G003294,1
G008010,0
G002616,1
G006418,1
G012448,0
G009576,0
G004866,1
G000105,0
G001795,0
G009983,1
G002387,1
G013186,0
G004848,1
G008540,0
G007584,0
G001659,0
G000213,0
G007573,0
G004420,1
G013475,0
G008158,0
G001360,0
G000335,0
G007307,1
G003111,1
G000793,0
G000234,0
G008067,0
G006642,1
G001065,0
G000210,0
G010911,0
G013342,0
G009076,0
G004499,1
G010281,0
G002414,1
G007937,0
G006947,1
G011032,0
G006527,1
G000872,0
G001264,0
G001619,0
G004346,1
G009607,0
G002415,1
G009689,0
G012861,0
G007402,1
G001221,0
G005724,0
G001766,0
G005628,1
G008024,0
G012729,0
G002002,0
G010441,0
G004582,1
G005567,0
G001486,0
G003583,1
G002524,1
G012536,0
G010305,0
G003079,1
G004834,1
G001306,0
G004783,1
G010611,0
G004382,1
G010904,0
G007554,0
G011876,0
G002166,1
G000618,0
G007154,1
G009534,0
G005654,1
G008075,0
G009764,0
G008671,0
G013552,0
G002164,1
G004771,1
G009670,0
G003981,1
G002005,0
G010261,0
G003048,1
G008748,0
G012646,0
G011132,0
G008982,0
G011468,0
G007511,0
G009091,0
G003096,1
G006742,1
G003286,1
G007519,0
G009017,0
G006691,1
G001314,0
G006393,1
G007345,1
G010042,1
G002904,1
G007284,1
G003334,1
G003054,1
G010573,0
G007808,0
G008280,0
G009355,0
G008458,0
G002270,1
G007343,1
G013549,0
G009499,1
G009706,0
G010037,1
G007976,0
G009335,0
G013380,0
G011885,0
G004708,1
G012738,0
G002115,1
G012810,0
G001542,0
G005598,1
G002603,1
G012268,0
G004608,1
G009967,1
G010578,0
G004757,1
G010287,0
G011392,0
G000521,0
G009980,1
G006551,1
G008984,0
G008467,0
G001093,0
G006014,1
G008142,0
G004914,1
G007977,0
G003772,1
G005810,1
G001110,0
G004656,1
G009510,0
G001039,0
G007739,0
G000021,0
G007811,0
G009841,1
G008643,0
G000935,0
G013005,0
G012918,0
G011600,0
G001727,0
G004491,1
G009812,0
G008420,0
G001738,0
G000458,0
G000562,0
G011951,0
G013183,0
G011326,0
G001163,0
G008456,0
G009552,0
G006335,1
G001528,0
G007074,1
G007192,1
G002931,1
G000059,0
G009415,1
G009028,0
G012188,0
G004484,1
G002292,1
G006336,1
G012472,0
G007535,0
G009122,0
G011018,0
G001650,0
G002590,1
G005596,1
G002725,1
G010106,0
G010149,0
G008258,0
G013431,0
G013580,0
G007628,0
G006619,1
G006833,1
G000999,0
G008370,0
G004529,1
G003871,1
G006302,1
G005355,1
G013591,0
G002908,1
G010265,0
G012522,0
G003539,1
G013500,0
G000916,0
G004416,1
G009804,1
G010626,0
G001818,0
G007043,1
G003950,1
G000338,0
G002073,1
G012381,0
G010036,1
G008939,1
G007509,0
G003514,1
G002816,1
G006913,1
G007600,0
G007018,1
G010361,0
G011931,0
G000767,0
G003783,1
G010317,0
G001145,0
G011670,0
G002511,1
G006751,1
G002274,1
G002861,1
G007655,0
G010314,0
G004865,1
G012658,0
G006686,1
G011137,0
G006174,1
G004925,1
G004533,1
G005837,1
G001673,0
G010946,0
G006224,1
G008460,0
G004056,1
G007347,1
G001809,0
G002276,1
G003762,1
G006389,1
G011207,0
G009413,0
G007309,1
G002046,1
G008861,0
G006197,1
G005114,1
G001296,0
G008065,0
G004688,1
G003953,1
G005991,1
G004318,1
G012082,0
G000445,0
G005520,0
G000859,0
G004440,1
G005322,1
G000842,0
G004282,1
G006373,1
G008062,0
G011020,0
G000995,0
G006597,1
G008582,0
G001555,0
G001974,0
G010304,0
G013470,0
G009046,0
G013444,0
G008488,0
G002514,1
G005560,1
G002836,1
G004701,1
G002446,1
G002234,1
G003051,1
G011168,0
G000401,0
G006785,1
G007663,0
G006303,1
G012322,0
G009400,0
G001024,0
G003299,1
G013579,0
G008646,0
G006985,1
G012986,0
G009521,0
G004242,1
G005425,1
G006000,1
G007086,1
G005934,1
G011787,0
G004081,1
G000804,0
G001551,0
G001010,0
G004982,1
G002738,1
G009315,0
G005096,1
G000649,0
G008404,0
G002863,1
G004976,1
G006522,1
G008525,0
G000551,0
G010713,0
G005618,1
G008457,0
G000212,0
G011949,0
G008099,0
G013199,0
G010438,0
G003544,1
G006845,1
G001439,0
G002516,1
G002869,1
G002435,0
G005046,1
G004793,1
G010372,0
G009265,0
G005752,1
G001315,0
G008887,0
G011536,0
G010416,0
G003980,1
G000013,0
G012886,0
G000819,0
G002785,1
G010484,0
G012372,0
G000454,0
G001050,0
G002096,1
G001657,0
G003458,1
G008448,0
G012489,0
G011221,0
G012403,0
G005140,1
G002909,1
G010570,0
G000941,0
G013578,0
G010685,0
G013456,0
G011409,0
G007293,1
G009114,1
G004635,1
G008571,0
G003636,1
G005831,1
G001401,0
G009246,1
G000031,0
G003678,1
G000673,0
G010702,0
G006731,1
G005770,1
G013602,0
G005467,1
G009616,0
G008978,1
G008514,0
G001109,0
G010915,0
G012941,0
G003230,1
G013376,0
G009007,0
G011462,0
G003320,1
G009564,0
G011945,0
G008795,0
G007376,1
G013216,0
G002554,1
G004776,1
G005787,1
G002687,1
G007175,1
G010668,0
G001564,0
G009913,1
G007403,1
G003072,1
G003920,1
G011975,0
G004475,1
G009369,0
G012342,0
G010640,0
G004857,1
G005269,1
G002854,1
G012432,0
G013125,0
G011074,0
G010772,0
G012964,0
G004602,1
G012414,0
G011977,0
G013179,0
G002214,1
G004930,1
G010406,0
G012148,0
G011396,0
G006099,1
G002112,1
G012181,0
G010212,0
G008244,0
G012962,0
G008539,0
G007285,1
G004447,1
G012920,0
G010711,0
G013079,0
G005027,1
G000029,0
G013530,0
G011466,0
G009734,1
G012425,0
G000356,0
G001430,0
G008116,0
G010090,0
G012872,0
G011698,0
G011605,0
G000333,0
G005644,1
G008566,0
G006836,1
G012775,0
G004225,1
G000965,0
G010339,0
G000121,0
G004931,1
G007183,1
G005580,1
G008632,0
G007092,1
G004711,1
G003282,1
G002371,1
G005523,1
G002545,1
G007636,0
G009479,0
G002886,1
G009573,0
G002179,1
G008523,0
G004899,1
G005154,1
G001210,0
G007223,1
G006970,1
G009144,1
G013168,0
G003124,1
G011455,0
G001545,0
G009294,0
G013594,0
G012034,0
G013389,0
G009458,0
G009644,1
G013018,0
G000946,0
G010330,0
G004551,1
G012759,0
G012267,0
G007220,1
G006316,1
G008669,0
G013606,0
G001676,0
G011463,0
G001562,0
G011057,0
G006968,1
G007153,1
G004542,1
G001783,0
G012809,0
G001096,0
G011325,0
G010165,0
G008347,0
G003288,1
G011817,0
G000678,0
G002606,1
G001393,0
G006439,1
G012365,0
G000753,0
G001712,0
G003738,1
G010943,0
G012205,0
G003216,1
G000798,0
G007525,0
G001778,0
G004114,1
G001771,0
G011686,0
G012179,0
G006376,1
G003023,1
G004229,1
G013143,0
G003013,1
G013046,0
G009394,0
G005765,1
G008779,0
G004620,1
G010529,0
G012519,0
G006254,1
G009471,1
G000528,0
G000367,0
G013115,0
G004265,1
G004263,1
G010093,0
G001920,0
G000702,0
G005982,1
G008963,0
G005019,1
G006097,1
G004424,1
G011309,0
G004869,1
G001299,0
G006374,1
G001353,0
G002927,1
G012679,0
G011102,0
G001288,0
G009995,1
G010769,0
G012355,0
G004351,1
G010110,0
G003698,1
G002014,0
G009560,0
G004374,1
G008609,0
G005678,1
G009823,0
G008006,0
G002148,0
G007882,0
G002706,1
G005474,1
G008030,0
G002571,1
G009636,0
G006780,1
G010376,0
G009549,0
G006626,1
G010444,0
G000811,0
G006770,1
G005685,1
G000313,0
G002074,1
G009940,1
G011491,0
G011080,0
G000886,0
G001478,0
G001791,0
G010797,0
G002009,0
G008046,0
G000683,0
G003896,1
G011351,0
G008391,0
G006084,1
G000058,0
G009936,1
G012894,0
G006181,1
G002400,1
G007884,0
G009971,1
G004127,1
G009189,0
G008848,0
G001469,0
G005762,1
G001417,0
G000471,0
G002359,1
G002723,1
G011800,0
G011659,0
G012187,0
G012119,0
G012594,0
G004526,1
G004611,1
G010879,0
G011523,0
G011040,0
G003870,1
G006358,1
G012312,0
G006194,1
G011171,0
G011687,0
G012047,0
G004675,1
G001056,0
G002282,1
G010615,0
G006930,1
G011115,0
G001925,0
G004908,1
G010733,0
G002268,1
G001076,0
G001116,0
G003937,1
G003534,1
G008699,0
G000461,0
G003033,1
G004208,1
G012737,0
G005842,1
G006054,1
G001453,0
G002150,1
G000320,0
G007039,1
G013180,0
G001923,0
G013329,0
G012700,0
G007579,0
G013050,0
G006827,1
G009754,0
G013490,0
G002130,1
G006463,1
G013040,0
G010541,0
G011740,0
G002510,1
G001053,0
G011886,0
G011408,0
G004068,1
G005025,1
G001457,0
G007529,0
G000362,0
G008270,0
G005859,1
G010361,0
G010114,0
G003146,1
G009404,0
G010024,1
G000506,0
G009939,1
G013264,0
G012733,0
G005712,1
G009955,1
G013521,0
G000541,0
G004236,1
G005508,0
G012104,0
G005145,1
G009392,0
G012901,0
G000755,0
G009005,0
G002004,0
G002543,1
G006074,1
G008123,0
G006818,1
G005219,1
G011527,0
G004272,1
G005876,1
G000101,0
G010303,0
G007590,0
G005363,1
G004767,1
G007093,1
G004881,1
G008817,0
G000602,0
G009090,0
G012749,0
G009100,0
G001845,0
G002432,1
G008086,0
G001045,0
G011066,0
G001558,0
G005010,1
G001488,0
G010015,1
G013144,0
G011162,0
G002116,1
G005796,1
G012695,0
G005492,1
G010046,1
G000619,0
G006923,1
G007748,0
G006992,1
G007071,1
G003397,1
G001601,0
G009800,1
G009994,1
G001616,0
G001753,0
G011234,0
G002041,0
G002084,0
G011823,0
G012376,0
G010245,0
G011307,0
G012450,0
G005148,1
G011879,0
G000676,0
G002546,1
G004372,1
G011897,0
G004000,1
G013575,0
G006015,1
G005097,1
G000176,0
G013610,0
G007835,0
G003610,1
G011193,0
G013108,0
G003788,1
G006502,1
G010114,0
G002226,1
G003050,1
G000297,0
G001127,0
G007720,0
G013603,0
G010931,0
G002442,1
G008055,0
G001323,0
G001604,0
G004211,1
G011127,0
G012314,0
G011602,0
G004066,1
G001295,0
G005008,1
G006070,1
G013364,0
G010128,0
G007256,1
G004072,1
G001508,0
G001560,0
G011750,0
G005578,0
G011379,0
G007742,0
G011640,0
G013222,0
G001837,0
G005612,1
G006651,1
G008114,0
G005336,1
G001355,0
G004142,1
G009647,0
G012612,0
G004845,1
G004724,1
G012802,0
G003281,1
G004033,1
G001236,0
G007970,0
G008073,0
G010076,0
G012736,0
G009633,1
G002252,1
G001026,0
G012915,0
G006677,1
G007799,0
G011596,0
G006416,1
G003398,1
G000314,0
G000637,0
G006150,1
G008177,0
G008884,0
G009116,0
G011855,0
G006330,1
G001767,0
G007445,0
G002971,1
G008150,0
G007551,0
G008242,0
G003886,1
G009074,0
G011028,0
G004772,1
G007013,1
G010221,0
G006346,1
G007059,1
G010728,0
G008291,0
G011163,0
G006059,1
G001841,0
G003533,1
G001565,0
G003674,1
G007364,1
G012377,0
G004699,1
G010120,0
G003321,1
G005193,1
G002273,1
G013468,0
G006158,1
G004255,1
G004774,1
G009618,1
G004710,1
G000848,0
G007384,1
G005545,1
G005527,1
G000839,0
G005462,1
G008159,0
G012288,0
G006826,1
G004598,1
G005917,1
G001418,0
G005786,1
G007682,0
G003849,1
G000605,0
G008923,0
G000178,0
G002079,0
G009255,1
G002312,1
G013485,0
G004344,1
G001472,0
G001983,0
G011038,0
G004467,1
G000200,0
G000486,0
G003271,1
G004725,1
G012394,0
G002824,1
G004552,1
G013487,0
G005337,1
G003246,1
G004454,1
G009741,1
G005818,1
G010115,0
G003750,1
G002203,1
G008919,0
G011661,0
G002795,1
G006663,1
G011683,0
G009864,1
G000525,0
G013386,0
G013221,0
G000948,0
G011029,0
G008409,0
G011322,0
G001281,0
G000123,0
G004367,1
G005886,1
G006462,1
G009175,0
G002303,1
G012895,0
G010638,0
G008971,1
G005821,1
G001006,0
G003461,1
G008497,0
G010693,0
G012843,0
G003056,1
G003567,1
G006460,1
G002133,1
G000502,0
G010698,0
G006154,1
G011592,0
G000230,0
G008964,0
G004002,1
G013059,0
G010018,1
G008770,0
G003008,1
G008166,0
G004588,1
G004222,1
G004306,1
G008751,0
G006926,1
G002751,1
G008574,0
G007172,1
G004377,1
G002945,1
G006649,1
G002719,1
G003363,1
G010669,0
G012619,0
G005825,1
G008625,0
G007137,1
G005231,1
G012870,0
G004162,1
G012182,0
G010998,0
G011839,0
G012617,0
G005323,1
G005562,0
G008511,1
G008672,0
G012551,0
G012661,0
G010537,0
G006832,1
G004868,1
G008342,0
G001018,0
G007274,1
G009126,0
G010077,0
G001929,0
G000351,0
G008198,0
G000224,0
G006031,1
G013357,0
G010735,0
G008744,0
G002501,1
G012446,0
G009193,0
G000565,0
G001583,0
G005546,0
G002176,1
G012065,0
G006799,1
G003934,1
G012935,0
G002708,1
G004949,1
G009238,0
G005212,1
G008120,0
G008777,0
G011834,0
G003536,1
G007615,0
G009206,0
G002398,1
G003740,1
G011165,0
G000822,0
G002064,1
G012173,0
G010762,0
G000082,0
G005420,1
G009428,0
G013235,0
G012651,0
G002698,1
G000832,0
G004575,1
G003827,1
G005925,1
G001398,0
G009775,0
G002834,1
G009459,0
G013286,0
G012211,0
G008586,0
G012642,0
G006577,1
G000049,0
G008728,0
G011769,0
G013392,0
G010914,0
G006210,1
G011974,0
G006358,1
G004096,1
G002690,1
G012799,0
G010073,0
G004846,1
G005211,1
G003991,1
G002374,1
G005677,1
G009195,0
G002759,1
G009574,0
G009241,0
G002489,1
G007768,0
G006422,1
G003881,1
G009446,0
G008445,0
G011735,0
G004935,1
G013484,0
G007458,0
G002210,1
G005236,1
G003946,1
G011279,0
G009237,0
G002165,0
G002887,1
G009210,0
G010203,0
G000517,0
G011134,0
G006563,1
G005667,1
G000173,0
G000640,0
G012604,0
G008518,0
G012382,0
G011393,0
G005066,1
G001144,0
G010294,0
G013481,0
G011966,0
G009484,0
G001833,0
G009264,0
G008453,1
G003687,1
G006228,1
G005701,1
G010826,0
G012929,0
G004538,1
G003516,1
G009212,0
G000835,0
G002487,1
G010671,0
G009143,0
G008741,0
G013107,0
G012605,0
G008876,0
G005468,1
G012640,0
G000066,0
G009254,0
G006877,1
G002352,1
G002025,0
G001873,0
G000355,0
G005361,1
G001768,0
G012061,0
G007965,0
G006406,1
G004763,1
G001165,0
G012397,0
G008337,0
G003396,1
G008960,0
G004569,1
G003128,1
G006612,1
G000310,0
G004915,1
G008199,0
G006190,1
G003551,1
G004355,1
G008299,0
G009482,0
G001226,0
G003588,1
G007647,0
G002584,1
G010985,0
G002771,1
G004813,1
G010284,0
G009729,1
G005088,1
G008110,0
G005172,1
G005649,1
G003210,1
G008867,0
G003906,1
G011791,0
G001293,0
G012451,0
G003707,1
G009699,0
G008486,0
G002380,1
G011357,0
G009049,0
G003635,1
G004170,1
G008289,0
G012154,0
G009374,0
G003429,1
G004422,1
G001102,0
G010335,0
G011767,0
G009056,0
G003251,1
G004410,1
G004141,1
G003558,1
G000710,0
G000119,0
G002023,0
G004599,1
G013109,0
G006131,1
G011176,0
G012388,0
G011908,0
G000361,0
G012657,0
G008912,0
G005228,1
G008171,0
G006607,1
G004682,1
G011961,0
G005004,1
G006921,1
G009685,0
G007472,0
G004274,1
G005740,1
G012011,0
G013089,0
G005471,1
G005817,1
G001159,0
G009045,0
G008864,0
G000088,0
G013284,0
G003383,1
G012074,0
G010549,0
G000404,0
G008500,0
G003351,1
G011903,1
G006946,1
G010069,0
G006379,1
G002242,1
G013121,0
G006553,1
G006915,1
G009378,0
G006311,1
G001028,0
G003922,1
G003804,1
G005518,1
G002437,1
G008115,0
G010087,0
G005299,1
G001279,0
G007786,0
G002043,0
G009222,0
G006655,1
G006075,1
G005158,1
G001426,0
G005028,1
G005282,1
G013266,0
G001503,0
G011180,0
G012243,0
G011711,0
G000773,0
G012265,0
G006065,1
G000679,0
G009297,0
G005852,1
G009935,1
G005266,1
G007964,0
G008886,0
G005054,1
G005216,1
G008510,0
G006523,1
G001071,0
G007901,0
G005072,1
G002481,1
G011882,0
G003393,1
G001100,0
G005485,1
G009635,0
G011075,0
G000419,0
G009024,0
G005820,1
G007221,1
G001948,0
G010950,0
G003337,1
G002300,1
G008733,0
G008736,0
G004232,1
G000209,0
G007650,0
G003683,1
G009846,0
G009757,1
G004411,1
G000529,0
G005330,1
G000780,0
G000723,0
G010778,0
G010134,0
G001861,0
G012124,0
G003061,1
G012106,0
G012966,0
G001993,0
G002333,1
G009283,0
G006340,1
G009452,0
G008060,0
G006118,1
G003460,1
G009148,0
G006568,1
G010751,0
G008072,0
G013325,0
G011335,0
G005493,1
G008268,0
G004519,1
G007504,0
G005139,1
G011636,0
G011911,0
G000258,0
G010873,0
G012936,0
G012318,0
G011414,0
G009146,1
G012621,0
G003626,1
G000703,0
G003190,1
G000504,0
G007654,0
G006497,1
G005442,1
G002557,1
G000849,0
G002249,1
G005617,0
G000373,0
G013385,0
G005318,1
G010135,0
G005488,1
G005304,1
G004053,1
G003938,1
G006253,1
G008999,0
G007415,1
G012676,0
G013056,0
G004077,1
G000998,0
G004333,1
G012526,0
G001177,0
G004478,1
G000552,0
G004841,1
G004373,1
G003498,1
G011741,0
G007055,1
G006854,1
G012697,0
G012110,0
G013267,0
G005177,1
G005830,1
G006063,1
G011378,0
G010389,0
G006776,1
G003589,1
G010942,0
G006598,1
G000694,0
G002534,1
G005012,1
G003444,1
G000983,0
G007306,1
G005944,1
G013460,0
G004223,1
G000092,0
G005653,1
G002267,1
G011423,0
G009696,0
G009083,0
G009118,0
G000262,0
G013260,0
G003338,1
G005498,1
G009331,1
G004017,1
G003627,1
G008742,0
G000446,0
G006753,1
G005112,1
G005966,1
G003556,1
G002195,1
G007417,1
G012215,0
G003368,1
G009490,0
G002868,1
G002527,1
G007321,1
G012150,0
G007656,0
G009747,1
G001169,0
G004145,1
G005150,1
G000085,0
G003150,1
G012037,0
G000881,0
G006748,1
G008845,0
G006536,1
G007771,0
G012706,0
G001468,0
G010432,0
G005642,1
G006538,1
G008975,0
G000453,0
G004327,1
G004045,1
G011045,0
G004138,1
G003040,1
G012977,0
G013254,0
G007875,0
G005826,1
G007133,1
G000580,0
G005237,1
G006572,1
G010011,1
G010494,0
G007282,1
G005588,1
G011241,0
G002468,1
G004158,1
G006350,1
G008746,0
G000414,0
G000403,0
G004429,1
G002085,1
G003058,1
G010684,0
G000165,0
G008294,0
G009575,0
G012755,0
G004303,1
G009801,0
G010665,0
G003318,1
G011452,0
G003935,1
G006852,1
G001848,0
G011273,0
G001335,0
G010973,0
G009820,0
G008401,0
G000754,0
G003065,1
G012391,0
G000707,0
G003492,1
G004574,1
G011083,0
G005581,1
G008976,0
G006841,1
G003152,1
G002535,1
G006524,1
G013375,0
G003800,1
G004023,1
G008461,0
G001075,0
G009554,0
G012142,0
G003439,1
G013370,0
G012780,0
G009498,1
G002430,1
G000247,0
G003816,1
G007822,0
G003633,1
G012881,0
G002263,1
G002247,1
G000836,0
G005065,1
G006203,1
G000433,0
G007285,1
G001174,0
G011694,0
G006438,1
G010086,0
G004657,1
G005290,1
G003758,1
G010619,0
G000251,0
G007016,1
G013387,0
G007389,1
G007277,1
G011450,0
G007468,0
G003408,1
G002730,1
G009893,1
G008531,0
G000434,0
G005383,1
G010807,0
G012994,0
G011925,0
G006293,1
G008137,0
G011779,0
G010655,0
G005630,1
G004003,1
G004754,1
G001333,0
G009396,0
G008828,0
G008875,0
G001444,0
G003682,1
G007104,1
G004311,1
G004900,1
G007629,0
G003986,1
G012708,0
G011278,0
G010975,0
G002570,1
G010219,0
G004278,1
G003667,1
